Chr	Cluster_Pos	Num_Reads	Most_Common_Flag	Orientation	Soft_Clips
3	12274931	5	99	Unknown	left:5
3	12277288	35	161	Unknown	both:35
3	12279599	10	99	Reverse	right:5, left:5
3	12279781	5	99	Unknown	left:5
3	12280021	5	147	Unknown	right:5
3	12281223	5	163	Unknown	left:5
3	12282258	5	99	Unknown	left:5
3	12282634	5	83	Unknown	right:5
3	12285934	5	99	Unknown	right:5
3	12286012	5	147	Unknown	left:5
3	12288817	5	99	Unknown	left:5
3	12289631	10	147	Reverse	left:5, right:5
3	12290448	5	83	Unknown	right:5
3	12290747	5	83	Unknown	right:5
3	12291514	10	163	Unknown	right:10
3	12291642	5	147	Unknown	left:5
3	12292667	5	147	Unknown	left:5
3	12292840	5	83	Unknown	right:5
3	12293419	5	99	Unknown	left:5
3	12293564	5	99	Unknown	left:5
3	12298874	5	83	Unknown	right:5
3	12299011	5	163	Unknown	left:5
3	12300014	5	99	Unknown	right:5
3	12300089	5	163	Unknown	right:5
3	12300951	10	83	Forward	left:5, right:5
3	12302454	10	99	Reverse	right:5, left:5
3	12302687	5	113	Unknown	left:5
3	12302771	5	161	Unknown	right:5
3	12304397	25	83	Unknown	right:25
3	12307360	5	83	Unknown	right:5
3	12307697	5	129	Unknown	both:5
3	12307703	25	65	Unknown	right:25
3	12307724	15	147	Uncertain or multiple	right:15
3	12307799	5	99	Unknown	left:5
3	12309801	20	83	Forward	left:10, right:10
3	12312239	10	99	Unknown	left:10
3	12313726	20	147	Uncertain or multiple	left:20
3	12316284	5	81	Unknown	left:5
3	12319109	5	99	Unknown	left:5
3	12319403	5	99	Unknown	right:5
3	12321257	10	163	Forward	right:5, left:5
3	12323653	5	145	Unknown	left:5
3	12324374	10	83	Unknown	right:10
3	12328428	5	99	Unknown	left:5
3	12328475	5	99	Unknown	right:5
3	12329681	10	83	Forward	left:5, right:5
3	12333586	10	163	Uncertain or multiple	right:10
3	12333960	15	163	Uncertain or multiple	right:15
3	12334017	60	99	Forward	left:40, right:20
3	12334027	5	163	Unknown	left:5
3	12334106	10	147	Unknown	left:10
3	12334138	10	147	Unknown	right:10
3	12334182	5	73	Unknown	right:5
3	12334191	10	83	Unknown	right:10
3	12334436	20	99	Unknown	left:20
3	12337742	5	129	Unknown	right:5
3	12339159	15	147	Reverse	right:15
3	12339751	10	83	Unknown	left:5, right:5
3	12339774	5	161	Unknown	right:5
3	12340008	15	83	Unknown	right:15
3	12342982	5	81	Unknown	left:5
3	12346329	10	99	Unknown	left:10
3	12349387	5	99	Unknown	left:5
3	12350195	10	99	Reverse	right:5, left:5
3	12353133	5	83	Unknown	left:5
3	12355151	5	177	Unknown	left:5
3	12357249	5	163	Unknown	left:5
3	12360234	5	99	Unknown	left:5
3	12361137	10	83	Forward	left:5, right:5
3	12364046	5	99	Unknown	left:5
3	12364226	10	163	Forward	both:5, left:5
3	12366871	5	83	Unknown	right:5
3	12367071	10	99	Reverse	right:5, left:5
3	12367910	20	99	Reverse	right:10, left:10
3	12370696	10	99	Unknown	left:10
3	12371080	5	83	Unknown	right:5
3	12371497	5	83	Unknown	right:5
3	12372238	5	83	Unknown	right:5
3	12373818	10	163	Forward	right:5, left:5
3	12373960	10	83	Unknown	right:10
3	12374879	10	163	Forward	right:5, left:5
3	12376593	5	99	Unknown	right:5
3	12376618	5	99	Unknown	right:5
3	12378122	10	83	Forward	left:5, right:5
3	12381099	5	99	Unknown	left:5
3	12384448	10	99	Reverse	right:5, left:5
3	12385371	5	83	Unknown	right:5
3	12389907	5	83	Unknown	right:5
3	12394417	10	99	Unknown	right:10
3	12394578	10	147	Unknown	both:10
3	12394688	5	99	Unknown	left:5
3	12394715	15	147	Unknown	both:15
3	12394721	5	147	Unknown	right:5
3	12395081	10	99	Reverse	both:10
3	12395144	5	147	Unknown	left:5
3	12396587	15	99	Unknown	right:15
3	12396594	5	99	Unknown	both:5
3	12396828	25	147	Unknown	both:25
3	12397051	20	161	Uncertain or multiple	left:15, right:5
3	12397140	5	145	Unknown	right:5
3	12397146	5	177	Unknown	right:5
3	12397295	10	83	Unknown	both:10
3	12397359	10	83	Uncertain or multiple	both:10
3	12399215	5	99	Unknown	right:5
3	12402487	5	83	Unknown	right:5
3	12403610	10	163	Forward	right:5, left:5
3	12404237	5	99	Unknown	right:5
3	12404256	5	83	Unknown	left:5
3	12405989	5	99	Unknown	left:5
3	12408469	5	99	Unknown	left:5
3	12411557	5	99	Unknown	left:5
3	12411970	5	99	Unknown	left:5
3	12412269	5	99	Unknown	right:5
3	12412919	10	147	Unknown	left:10
3	12417459	10	99	Reverse	right:5, left:5
3	12422810	5	147	Unknown	left:5
3	12423119	5	163	Unknown	left:5
3	12424700	5	83	Unknown	right:5
3	12425837	10	99	Unknown	left:10
3	12426078	5	163	Unknown	right:5
3	12427914	10	163	Forward	right:5, left:5
3	12429178	5	83	Unknown	right:5
3	12433791	5	83	Unknown	right:5
3	12435449	10	99	Reverse	right:5, left:5
3	12435611	10	163	Forward	right:5, left:5
3	12435801	5	83	Unknown	right:5
3	12436105	5	83	Unknown	right:5
3	12437678	10	83	Unknown	left:5, right:5
3	12437714	10	83	Unknown	right:10
3	12438432	5	163	Unknown	left:5
3	12441112	15	147	Unknown	right:15
3	12441772	5	83	Unknown	right:5
3	12443240	5	83	Unknown	right:5
3	12443373	25	145	Unknown	left:25
3	12443803	5	163	Unknown	left:5
3	12444932	10	99	Reverse	right:5, left:5
3	12445861	5	99	Unknown	left:5
3	12450888	5	83	Unknown	right:5
3	12451299	5	163	Unknown	left:5
3	12452924	5	83	Unknown	right:5
3	12453379	10	99	Reverse	right:5, left:5
3	12455367	20	99	Reverse	right:10, left:10
3	12458488	5	99	Unknown	left:5
3	12460424	5	99	Unknown	right:5
3	12462738	5	83	Unknown	right:5
3	12465899	5	147	Unknown	right:5
3	12467173	15	83	Forward	both:5, right:10
3	12471378	5	163	Unknown	right:5
3	12471644	5	163	Unknown	right:5
3	12471669	5	83	Unknown	right:5
3	12473324	5	147	Unknown	left:5
3	12473370	10	163	Forward	right:5, left:5
3	12474374	10	99	Reverse	right:5, left:5
3	12478820	10	163	Forward	right:5, left:5
3	12479175	5	99	Unknown	left:5
3	12479987	10	163	Forward	right:5, left:5
3	12487760	5	99	Unknown	left:5
3	12494076	10	99	Reverse	right:5, left:5
3	12495257	15	99	Unknown	right:15
3	12495267	5	83	Unknown	right:5
3	12495276	5	83	Unknown	right:5
3	12497135	20	99	Reverse	right:10, left:10
3	12499230	10	83	Forward	left:5, right:5
3	12499549	10	99	Reverse	right:5, left:5
3	12499988	5	83	Unknown	right:5
3	12503111	5	83	Unknown	right:5
3	12503708	10	83	Unknown	right:10
3	12510748	5	83	Unknown	right:5
3	12512621	5	99	Unknown	left:5
3	12512861	5	129	Unknown	right:5
3	12513431	5	83	Unknown	right:5
3	12513456	5	83	Unknown	right:5
3	12513470	5	83	Unknown	right:5
3	12513498	5	177	Unknown	right:5
3	12513545	5	83	Unknown	right:5
3	12513579	5	99	Unknown	left:5
3	12513588	5	99	Unknown	left:5
3	12514508	5	99	Unknown	left:5
3	12519345	10	83	Forward	left:5, right:5
3	12520855	55	145	Unknown	both:45, right:10
3	12521843	10	163	Forward	right:5, left:5
3	12522146	5	99	Unknown	left:5
3	12524028	5	147	Unknown	right:5
3	12525971	5	147	Unknown	right:5
3	12529666	5	163	Unknown	right:5
3	12532059	20	99	Forward	left:15, both:5
3	12532830	10	99	Unknown	left:10
3	12537137	10	83	Unknown	right:10
3	12537194	5	83	Unknown	right:5
3	12537895	5	113	Unknown	left:5
3	12538766	5	99	Unknown	right:5
3	12538862	5	83	Unknown	right:5
3	12538934	20	163	Forward	right:10, left:10
3	12542166	5	99	Unknown	right:5
3	12543002	5	163	Unknown	right:5
3	12548552	5	147	Unknown	right:5
3	12548779	5	163	Unknown	right:5
3	12554996	10	99	Reverse	right:5, left:5
3	12558241	10	99	Unknown	right:10
3	12559407	5	147	Unknown	left:5
3	12559490	5	83	Unknown	right:5
3	12561903	10	163	Forward	right:5, left:5
3	12562724	5	163	Unknown	right:5
3	12562857	5	83	Unknown	left:5
3	12566767	10	83	Unknown	right:10
3	12569469	10	65	Unknown	right:10
3	12570095	5	83	Unknown	left:5
3	12570578	5	163	Unknown	left:5
3	12570724	5	163	Unknown	right:5
3	12570754	5	99	Unknown	right:5
3	12570770	5	163	Unknown	right:5
3	12573442	5	147	Unknown	right:5
3	12573666	5	99	Unknown	left:5
3	12574808	15	83	Uncertain or multiple	left:15
3	12577065	5	83	Unknown	right:5
3	12581652	5	161	Unknown	right:5
3	12581670	5	163	Unknown	right:5
3	12581822	10	99	Unknown	right:10
3	12581881	10	147	Unknown	left:5, right:5
3	12581984	60	83	Uncertain or multiple	right:15, both:5, left:40
3	12583357	5	83	Unknown	right:5
3	12585752	10	99	Reverse	left:10
3	12586999	10	99	Unknown	left:10
3	12589340	5	99	Unknown	left:5
3	12589958	15	99	Unknown	left:15
3	12592850	5	83	Unknown	right:5
3	12595627	5	163	Unknown	right:5
3	12604219	10	83	Unknown	right:10
3	12605927	5	83	Unknown	right:5
3	12607324	10	99	Reverse	right:5, left:5
3	12612336	15	83	Unknown	right:15
3	12613009	5	163	Unknown	right:5
3	12619041	15	65	Unknown	right:15
3	12621020	10	83	Forward	left:5, right:5
3	12621772	10	99	Reverse	left:5, both:5
3	12621830	20	99	Reverse	right:10, left:10
3	12627015	10	163	Forward	right:5, left:5
3	12630911	5	163	Unknown	right:5
3	12633264	5	99	Unknown	right:5
3	12634393	10	99	Reverse	right:5, left:5
3	12635225	10	163	Forward	right:5, left:5
3	12638227	10	163	Forward	right:5, left:5
3	12639239	5	83	Unknown	right:5
3	12646297	5	163	Unknown	left:5
3	12646652	5	99	Unknown	left:5
3	12646677	5	83	Unknown	right:5
3	12650105	5	83	Unknown	left:5
3	12656576	5	147	Unknown	left:5
3	12657650	5	99	Unknown	left:5
3	12661564	10	99	Unknown	left:10
3	12662798	10	99	Unknown	left:10
3	12664936	10	99	Unknown	left:10
3	12665577	10	83	Unknown	right:10
3	12665780	10	161	Unknown	right:10
3	12667202	10	163	Forward	right:5, left:5
3	12667333	10	83	Unknown	right:10
3	12668315	10	99	Unknown	left:10
3	12669763	5	83	Unknown	left:5
3	12670326	5	161	Unknown	right:5
3	12670434	5	163	Unknown	left:5
3	12670798	5	83	Unknown	right:5
3	12672014	5	99	Unknown	both:5
3	12672044	5	83	Unknown	right:5
3	12672110	10	147	Unknown	right:10
3	12672119	5	113	Unknown	right:5
3	12672129	20	137	Unknown	both:10, left:5, right:5
3	12672138	5	163	Unknown	right:5
3	12672146	5	177	Unknown	right:5
3	12672176	5	163	Unknown	right:5
3	12672473	5	83	Unknown	right:5
3	12673338	15	147	Unknown	right:15
3	12675534	10	163	Forward	right:5, left:5
3	12677068	5	83	Unknown	right:5
3	12677726	5	99	Unknown	left:5
3	12677806	10	99	Unknown	left:10
3	12678455	5	99	Unknown	left:5
3	12680539	5	99	Unknown	left:5
3	12681857	5	99	Unknown	left:5
3	12684120	10	163	Forward	right:5, left:5
3	12684940	10	163	Forward	right:5, left:5
3	12685698	5	99	Unknown	right:5
3	12685722	5	99	Unknown	right:5
3	12685753	5	161	Unknown	left:5
3	12687331	5	99	Unknown	left:5
3	12687343	5	83	Unknown	right:5
3	12689876	5	163	Unknown	right:5
3	12689936	5	147	Unknown	left:5
3	12691401	5	121	Unknown	left:5
3	12694543	10	83	Unknown	right:10
3	12700992	10	99	Unknown	left:10
3	12701170	5	83	Unknown	left:5
3	12701727	5	99	Unknown	left:5
3	12702010	5	163	Unknown	right:5
3	12702147	5	83	Unknown	left:5
3	12703526	10	83	Forward	left:5, right:5
3	12706137	5	99	Unknown	left:5
3	12706280	5	99	Unknown	left:5
3	12706698	5	83	Unknown	left:5
3	12707977	5	129	Unknown	right:5
3	12708453	5	83	Unknown	right:5
3	12708550	5	99	Unknown	left:5
3	12711283	5	83	Unknown	right:5
3	12711712	25	177	Reverse	left:20, right:5
3	12712260	10	163	Uncertain or multiple	both:5, left:5
3	12712415	10	147	Uncertain or multiple	right:10
3	12715962	5	147	Unknown	right:5
3	12717415	5	99	Unknown	right:5
3	12719176	5	99	Unknown	left:5
3	12719571	10	163	Forward	right:5, left:5
3	12720970	5	83	Unknown	right:5
3	12722565	5	99	Unknown	left:5
3	12724626	5	97	Unknown	right:5
3	12725108	5	163	Unknown	left:5
3	12728213	10	83	Unknown	left:10
3	12733949	5	129	Unknown	right:5
3	12734871	20	163	Forward	right:10, left:10
3	12737955	5	163	Unknown	right:5
3	12738854	5	163	Unknown	right:5
3	12738916	5	99	Unknown	right:5
3	12744374	5	83	Unknown	left:5
3	12749088	5	99	Unknown	right:5
3	12751855	10	99	Reverse	right:5, left:5
3	12754564	5	83	Unknown	right:5
3	12756677	10	99	Unknown	left:10
3	12757890	5	83	Unknown	right:5
3	12759801	5	147	Unknown	right:5
3	12759926	20	113	Uncertain or multiple	left:20
3	12760549	5	99	Unknown	left:5
3	12766230	5	163	Unknown	right:5
3	12768830	5	147	Unknown	right:5
3	12772680	5	163	Unknown	left:5
3	12776840	10	99	Reverse	right:5, left:5
3	12777122	10	99	Reverse	right:5, left:5
3	12779353	5	83	Unknown	left:5
3	12779367	5	83	Unknown	left:5
3	12782937	5	147	Unknown	right:5
3	12783022	5	99	Unknown	left:5
3	12784493	20	147	Reverse	left:10, right:10
3	12787095	5	99	Unknown	right:5
3	12787774	5	99	Unknown	right:5
3	12789248	10	99	Unknown	left:10
3	12790203	5	163	Unknown	right:5
3	12791628	5	99	Unknown	left:5
3	12793331	5	99	Unknown	left:5
3	12795122	5	83	Unknown	right:5
3	12795553	5	99	Unknown	left:5
3	12795816	5	65	Unknown	right:5
3	12796361	5	83	Unknown	left:5
3	12802415	10	163	Forward	right:5, left:5
3	12803421	10	147	Reverse	left:5, right:5
3	12803910	5	83	Unknown	left:5
3	12808752	5	147	Unknown	right:5
3	12814058	10	163	Forward	right:5, left:5
3	12815059	20	99	Unknown	right:5, left:15
3	12816224	5	99	Unknown	left:5
3	12817562	10	147	Reverse	left:5, right:5
3	12821268	5	83	Unknown	right:5
3	12822029	10	99	Reverse	right:5, left:5
3	12823059	5	163	Unknown	right:5
3	12824431	5	147	Unknown	left:5
3	12825221	10	147	Unknown	left:10
3	12827675	5	99	Unknown	left:5
3	12827715	5	99	Unknown	left:5
3	12828241	5	163	Unknown	right:5
3	12828290	10	161	Unknown	right:10
3	12831642	5	147	Unknown	right:5
3	12832036	5	99	Unknown	right:5
3	12832106	15	99	Unknown	left:15
3	12832980	5	83	Unknown	right:5
3	12833612	10	83	Forward	left:5, right:5
3	12834788	5	99	Unknown	left:5
3	12834941	5	83	Unknown	right:5
3	12839690	20	163	Forward	right:10, left:10
3	12842060	5	163	Unknown	right:5
3	12842082	5	99	Unknown	left:5
3	12843638	5	99	Unknown	left:5
3	12845558	5	83	Unknown	right:5
3	12847581	10	99	Reverse	right:5, left:5
3	12852200	10	163	Forward	left:10
3	12854112	5	99	Unknown	left:5
3	12860885	5	83	Unknown	right:5
3	12863061	5	83	Unknown	right:5
3	12864016	15	83	Uncertain or multiple	left:15
3	12864649	5	163	Unknown	left:5
3	12875436	10	99	Reverse	right:5, left:5
3	12883103	5	163	Unknown	right:5
3	12883509	10	147	Unknown	left:10
3	12887442	5	163	Unknown	left:5
3	12889132	15	163	Unknown	right:15
3	12893509	5	83	Unknown	right:5
3	12893830	10	83	Forward	left:5, right:5
3	12893885	5	147	Unknown	right:5
3	12899728	5	163	Unknown	right:5
3	12901648	5	147	Unknown	right:5
3	12902002	10	163	Unknown	right:10
3	12902080	5	83	Unknown	left:5
3	12903619	5	99	Unknown	left:5
3	12906035	5	83	Unknown	right:5
3	12908789	5	83	Unknown	left:5
3	12909257	10	99	Unknown	left:10
3	12910298	5	99	Unknown	right:5
3	12910489	10	163	Forward	right:5, left:5
3	12911653	5	99	Unknown	left:5
3	12914162	5	99	Unknown	left:5
3	12914285	10	99	Reverse	right:5, left:5
3	12916658	5	99	Unknown	left:5
3	12921011	5	99	Unknown	left:5
3	12924678	15	99	Unknown	left:15
3	12925557	10	83	Forward	left:5, right:5
3	12928693	5	163	Unknown	right:5
3	12931840	5	147	Unknown	left:5
3	12935039	20	163	Unknown	both:20
3	12935285	20	83	Unknown	both:20
3	12935514	5	83	Unknown	left:5
3	12936118	5	163	Unknown	left:5
3	12936283	15	99	Unknown	left:15
3	12938545	10	99	Reverse	right:5, left:5
3	12940927	5	83	Unknown	left:5
3	12941895	5	99	Unknown	left:5
3	12942580	5	99	Unknown	left:5
3	12943937	10	99	Unknown	left:10
3	12947380	20	81	Unknown	both:15, left:5
3	12947895	5	83	Unknown	right:5
3	12947915	10	83	Forward	left:5, right:5
3	12950000	5	99	Unknown	left:5
3	12950962	5	83	Unknown	right:5
3	12951739	5	99	Unknown	right:5
3	12951762	5	147	Unknown	right:5
3	12951984	10	163	Forward	right:5, left:5
3	12953800	10	163	Forward	both:5, left:5
3	12957311	15	163	Unknown	left:15
3	12961115	5	83	Unknown	right:5
3	12961479	5	81	Unknown	left:5
3	12962752	5	129	Unknown	right:5
3	12966975	5	99	Unknown	left:5
3	12968772	5	147	Unknown	left:5
3	12971571	10	83	Unknown	right:10
3	12973404	10	99	Reverse	left:10
3	12975145	5	147	Unknown	right:5
3	12975205	5	147	Unknown	right:5
3	12981128	5	83	Unknown	right:5
3	12983258	5	99	Unknown	right:5
3	12983267	5	163	Unknown	right:5
3	12983287	5	99	Unknown	both:5
3	12983415	5	163	Unknown	left:5
3	12983606	10	147	Unknown	right:10
3	12985347	10	163	Uncertain or multiple	left:10
3	12987179	25	147	Unknown	left:25
3	12989022	5	163	Unknown	right:5
3	12989709	5	99	Unknown	left:5
3	12991230	5	163	Unknown	right:5
3	12992595	10	163	Unknown	left:10
3	12992749	5	99	Unknown	right:5
3	12992759	5	99	Unknown	right:5
3	12997359	10	99	Unknown	left:10
3	12998080	5	99	Unknown	right:5
3	13004011	5	83	Unknown	right:5
3	13004251	5	99	Unknown	left:5
3	13005631	15	99	Reverse	left:5, right:10
3	13006592	5	81	Unknown	left:5
3	13009063	10	99	Unknown	left:10
3	13010547	5	147	Unknown	left:5
3	13012770	5	99	Unknown	left:5
3	13013151	5	83	Unknown	right:5
3	13015812	5	99	Unknown	left:5
3	13015861	15	99	Unknown	left:15
3	13018015	5	99	Unknown	left:5
3	13018179	5	83	Unknown	right:5
3	13022490	5	99	Unknown	right:5
3	13022498	5	99	Unknown	right:5
3	13022518	35	147	Reverse	right:35
3	13022530	40	163	Forward	right:40
3	13022557	10	83	Unknown	right:10
3	13022736	65	163	Forward	left:65
3	13024962	5	99	Unknown	left:5
3	13025242	5	163	Unknown	left:5
3	13025789	5	83	Unknown	right:5
3	13026076	5	99	Unknown	left:5
3	13028619	5	147	Unknown	left:5
3	13030144	5	83	Unknown	right:5
3	13030595	5	163	Unknown	right:5
3	13030614	10	147	Unknown	left:10
3	13031084	5	163	Unknown	right:5
3	13031114	5	99	Unknown	right:5
3	13031158	5	147	Unknown	left:5
3	13031221	5	83	Unknown	right:5
3	13033578	10	99	Reverse	right:5, left:5
3	13034547	5	163	Unknown	left:5
3	13048096	5	83	Unknown	right:5
3	13051529	10	99	Reverse	right:5, left:5
3	13053088	5	99	Unknown	left:5
3	13055099	15	83	Unknown	right:15
3	13056445	10	99	Unknown	left:10
3	13058228	15	99	Unknown	left:15
3	13058449	15	163	Unknown	right:15
3	13058974	5	99	Unknown	right:5
3	13059000	10	99	Unknown	right:10
3	13059025	5	99	Unknown	right:5
3	13059032	10	99	Unknown	right:10
3	13059061	40	83	Unknown	right:5, left:35
3	13061511	5	83	Unknown	right:5
3	13063360	20	163	Forward	right:10, left:10
3	13065066	5	147	Unknown	right:5
3	13065695	5	145	Unknown	left:5
3	13066519	5	99	Unknown	right:5
3	13069258	5	83	Unknown	right:5
3	13071931	5	83	Unknown	right:5
3	13073419	5	99	Unknown	left:5
3	13074292	5	83	Unknown	right:5
3	13074333	10	163	Forward	right:5, left:5
3	13076009	5	81	Unknown	left:5
3	13077965	10	83	Unknown	right:10
3	13080366	10	147	Reverse	left:5, right:5
3	13080955	10	163	Forward	right:5, left:5
3	13082695	5	83	Unknown	right:5
3	13084157	5	99	Unknown	right:5
3	13084227	5	83	Unknown	right:5
3	13086315	5	163	Unknown	right:5
3	13088170	10	99	Unknown	left:10
3	13096850	5	163	Unknown	right:5
3	13099456	10	83	Forward	left:5, right:5
3	13099587	5	99	Unknown	left:5
3	13100911	10	99	Reverse	right:5, left:5
3	13101748	10	99	Unknown	both:5, left:5
3	13104025	5	83	Unknown	left:5
3	13107226	5	83	Unknown	right:5
3	13108077	10	147	Reverse	left:5, right:5
3	13108208	5	99	Unknown	left:5
3	13108295	5	99	Unknown	right:5
3	13109846	10	163	Forward	right:5, left:5
3	13113664	5	83	Unknown	right:5
3	13115065	15	83	Unknown	right:15
3	13115113	5	83	Unknown	right:5
3	13115324	5	99	Unknown	left:5
3	13118845	10	99	Reverse	right:5, left:5
3	13118866	10	83	Unknown	right:10
3	13120150	5	83	Unknown	right:5
3	13124085	5	99	Unknown	left:5
3	13125027	5	99	Unknown	left:5
3	13128515	10	161	Unknown	left:10
3	13128531	5	177	Unknown	right:5
3	13128748	5	147	Unknown	left:5
3	13129359	10	99	Unknown	left:10
3	13129515	10	147	Unknown	right:10
3	13131721	10	147	Reverse	left:5, right:5
3	13136391	5	83	Unknown	right:5
3	13136662	10	83	Forward	left:5, right:5
3	13137391	5	83	Unknown	right:5
3	13138046	5	99	Unknown	left:5
3	13138877	5	99	Unknown	left:5
3	13142080	5	83	Unknown	left:5
3	13148746	15	97	Unknown	left:15
3	13151887	5	147	Unknown	right:5
3	13152941	10	99	Unknown	right:10
3	13153700	10	83	Forward	left:5, right:5
3	13155907	10	99	Unknown	left:10
3	13164289	10	163	Forward	both:10
3	13165297	10	83	Forward	left:5, right:5
3	13165929	10	99	Unknown	left:5, both:5
3	13166926	5	83	Unknown	right:5
3	13167493	10	147	Reverse	left:5, right:5
3	13169844	5	83	Unknown	right:5
3	13170384	10	99	Reverse	right:5, left:5
3	13175875	10	147	Reverse	left:5, right:5
3	13176816	5	99	Unknown	left:5
3	13177172	5	163	Unknown	right:5
3	13177786	15	99	Unknown	left:15
3	13178568	5	163	Unknown	left:5
3	13179783	10	99	Reverse	right:10
3	13183118	10	83	Forward	left:5, right:5
3	13185263	5	99	Unknown	left:5
3	13186350	10	83	Unknown	right:10
3	13187758	5	129	Unknown	right:5
3	13187810	5	113	Unknown	left:5
3	13188113	5	99	Unknown	left:5
3	13188151	10	163	Forward	right:5, left:5
3	13188438	5	83	Unknown	left:5
3	13189864	5	177	Unknown	left:5
3	13190094	10	83	Forward	left:5, right:5
3	13190220	5	99	Unknown	left:5
3	13190416	10	147	Unknown	right:10
3	13190474	5	147	Unknown	right:5
3	13190484	5	163	Unknown	right:5
3	13190491	5	147	Unknown	right:5
3	13191409	5	99	Unknown	right:5
3	13191544	50	99	Forward	left:50
3	13191831	5	163	Unknown	right:5
3	13191898	10	83	Unknown	right:10
3	13191914	10	83	Uncertain or multiple	both:5, left:5
3	13191925	5	147	Unknown	left:5
3	13191938	5	147	Unknown	right:5
3	13192056	5	99	Unknown	both:5
3	13192339	10	97	Unknown	right:10
3	13192634	5	99	Unknown	right:5
3	13192687	5	163	Unknown	right:5
3	13192937	40	161	Unknown	left:40
3	13192959	5	113	Unknown	right:5
3	13193509	10	83	Unknown	right:10
3	13193525	15	83	Unknown	right:5, left:10
3	13194450	40	65	Unknown	right:40
3	13199447	5	83	Unknown	right:5
3	13200715	5	163	Unknown	right:5
3	13203014	5	163	Unknown	right:5
3	13209536	5	83	Unknown	right:5
3	13213403	5	99	Unknown	left:5
3	13213903	10	99	Reverse	right:5, left:5
3	13217773	5	83	Unknown	right:5
3	13220321	5	83	Unknown	right:5
3	13221857	5	163	Unknown	right:5
3	13227812	5	99	Unknown	left:5
3	13229902	10	99	Reverse	right:5, left:5
3	13230493	5	83	Unknown	right:5
3	13230555	10	163	Forward	right:5, left:5
3	13235533	5	99	Unknown	left:5
3	13236710	5	83	Unknown	right:5
3	13241684	10	163	Forward	right:5, left:5
3	13242720	15	83	Unknown	right:15
3	13243526	5	83	Unknown	right:5
3	13243923	5	99	Unknown	left:5
3	13245705	20	83	Forward	both:10, right:10
3	13245873	5	99	Unknown	left:5
3	13249785	15	83	Unknown	right:15
3	13250864	5	99	Unknown	left:5
3	13252268	10	163	Forward	right:5, left:5
3	13252768	10	163	Forward	right:5, left:5
3	13252948	5	163	Unknown	right:5
3	13253324	5	163	Unknown	right:5
3	13253337	5	163	Unknown	right:5
3	13253380	5	177	Unknown	both:5
3	13253503	5	83	Unknown	both:5
3	13253515	5	83	Unknown	both:5
3	13254212	10	99	Unknown	left:10
3	13254257	10	99	Unknown	left:10
3	13254269	5	163	Unknown	right:5
3	13254287	15	99	Unknown	left:5, both:5, right:5
3	13254308	10	163	Uncertain or multiple	both:10
3	13254316	5	163	Unknown	right:5
3	13254339	10	99	Unknown	right:10
3	13254366	10	147	Unknown	left:10
3	13254440	5	83	Unknown	left:5
3	13254466	5	83	Unknown	left:5
3	13254494	25	99	Reverse	left:25
3	13254593	5	83	Unknown	right:5
3	13254665	10	147	Unknown	right:10
3	13254835	10	99	Unknown	left:10
3	13254907	50	163	Forward	left:45, right:5
3	13254918	15	99	Unknown	left:15
3	13254978	5	83	Unknown	both:5
3	13254991	5	83	Unknown	left:5
3	13255199	35	147	Uncertain or multiple	both:35
3	13255406	5	99	Unknown	left:5
3	13255925	5	81	Unknown	right:5
3	13255953	15	161	Unknown	left:15
3	13258189	10	99	Reverse	right:5, left:5
3	13259693	5	83	Unknown	left:5
3	13260664	10	99	Unknown	left:5, both:5
3	13261523	10	163	Forward	right:5, left:5
3	13261613	5	147	Unknown	both:5
3	13261631	5	65	Unknown	left:5
3	13261798	5	83	Unknown	right:5
3	13264121	20	99	Reverse	right:10, left:10
3	13266683	10	163	Forward	right:5, left:5
3	13268257	5	163	Unknown	right:5
3	13273207	5	99	Unknown	left:5
3	13275437	5	99	Unknown	left:5
3	13275570	5	83	Unknown	right:5
3	13276429	5	147	Unknown	right:5
3	13276788	10	163	Forward	right:5, left:5
3	13280294	10	163	Forward	right:5, left:5
3	13280451	10	147	Unknown	right:10
3	13281229	10	163	Forward	right:5, left:5
3	13284247	5	99	Unknown	left:5
3	13289861	10	83	Unknown	right:10
3	13290670	5	99	Unknown	left:5
3	13294434	5	99	Unknown	left:5
3	13297820	10	163	Forward	right:5, left:5
3	13301832	5	147	Unknown	right:5
3	13302120	5	83	Unknown	left:5
3	13302822	5	83	Unknown	right:5
3	13303269	5	163	Unknown	right:5
3	13310445	10	147	Reverse	left:5, right:5
3	13311420	5	147	Unknown	left:5
3	13314185	10	163	Forward	right:5, left:5
3	13315153	5	145	Unknown	right:5
3	13315198	5	113	Unknown	both:5
3	13315208	5	81	Unknown	right:5
3	13315219	5	113	Unknown	right:5
3	13316057	10	83	Unknown	right:10
3	13316065	5	83	Unknown	right:5
3	13322409	10	83	Unknown	right:10
3	13324993	5	99	Unknown	left:5
3	13325943	5	99	Unknown	right:5
3	13326303	5	147	Unknown	left:5
3	13332810	10	99	Reverse	right:5, left:5
3	13334017	10	99	Reverse	right:5, left:5
3	13338564	5	147	Unknown	left:5
3	13338635	5	163	Unknown	right:5
3	13342402	10	99	Reverse	right:5, left:5
3	13343050	5	99	Unknown	left:5
3	13343064	20	83	Unknown	right:20
3	13353495	10	147	Reverse	left:5, right:5
3	13356211	5	161	Unknown	right:5
3	13356980	10	83	Unknown	right:10
3	13358113	10	147	Reverse	left:5, right:5
